lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"Maternal emergency case study (REx-PN, Canada)",clinical-casebook-maternal-newborn-emergency-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Medication administration & error prevention (REx-PN, Canada)",safety-family-medication-administration-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Meningitis: emergency recognition (REx-PN, Canada)",meningitis-emergency-recognition-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Mental health & safety case study (REx-PN, Canada)",clinical-casebook-mental-health-safety-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Myocardial infarction (REx-PN / PN, Canada)",ca-rpn-myocardial-infarction,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Newborn Safety & Bath (REx-PN / PN, Canada)",newborn-safety-bath,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Newborn thermoregulation — REx-PN (Canada),bp26-carpn-x019-newborn-thermoregulation,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
NG tube care & placement checks — REx-PN (Canada),bp26-carpn-proc-ngt-placement-care,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"NPO & Post-Op Diet Progression (REx-PN / PN, Canada)",npo-post-op-diet-progression,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"OB emergency cues & escalation (REx-PN, Canada)",ob-emergencies-gold-standard,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Opioid toxicity & naloxone safety (REx-PN, Canada)",opioid-toxicity-naloxone-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Oral Hypoglycemics (REx-PN / PN, Canada)",oral-hypoglycemics,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Oxygen Devices for PN Care (REx-PN / PN, Canada)",oxygen-devices-for-pn-care,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Pacemaker site monitoring — REx-PN (Canada),bp26-carpn-x004-pacemaker-site-monitoring,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Pain & sedation medications (REx-PN, Canada)",med-family-pain-sedation-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pain management (REx-PN / PN, Canada)",ca-rpn-pain-management,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Patient assignment & acuity (REx-PN, Canada)",nurse-patient-assignment-acuity-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
Pediatric dosing verification mindset — REx-PN (Canada),bp26-carpn-x021-pediatric-dosing-verification-mindset,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Pediatric fever / dehydration case study (REx-PN, Canada)",clinical-casebook-pediatric-fever-dehydration-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pediatric triage & dehydration cues (REx-PN, Canada)",pediatric-triage-emergencies-gold-standard,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
Pleural effusion: breath sounds & positioning — REx-PN (Canada),bp26-carpn-x006-pleural-effusion-breath-sounds-positioni,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"PN scope & safety foundations (REx-PN, Canada)",pn-scope-safety-basics,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,present but thin/incomplete,,complete
"PN scope boundaries & delegation rules (REx-PN / PN, Canada)",pn-scope-boundaries-delegation-rules-hy,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Pneumonia (CAP): nursing priorities (REx-PN, Canada)",pneumonia-cap-nursing-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Pneumonia (REx-PN / PN, Canada)",ca-rpn-pneumonia,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Pneumothorax signs — REx-PN (Canada),bp26-carpn-x008-pneumothorax-signs,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Postpartum Fundus & Lochia (REx-PN / PN, Canada)",postpartum-fundus-lochia,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Potassium imbalance (REx-PN / PN, Canada)",ca-rpn-potassium-imbalance,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"PPE & Transmission Basics (REx-PN / PN, Canada)",ppe-transmission-basics,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Preeclampsia symptom triad — REx-PN (Canada),bp26-carpn-x018-preeclampsia-symptom-triad,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Prioritization under uncertainty (REx-PN, Canada)",safety-family-prioritization-uncertainty-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Prioritization, ABCs & safety (REx-PN / PN, Canada)",ca-rpn-prioritization-abcs,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Psychotropic medications (REx-PN, Canada)",med-family-psychotropic-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pulmonary embolism (REx-PN / PN, Canada)",ca-rpn-pulmonary-embolism,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Pulmonary embolism: recognition (REx-PN, Canada)",pulmonary-embolism-recognition-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Respiratory distress case study (REx-PN, Canada)",clinical-casebook-respiratory-distress-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Respiratory medications (REx-PN, Canada)",med-family-respiratory-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Restraint Monitoring Requirements (REx-PN / PN, Canada)",restraint-monitoring-requirements,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Restraints & least-restrictive alternatives (REx-PN, Canada)",safety-family-restraints-alternatives-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"REx-PN high yield: scope, meds & collaboration (Canada)",canadian-rpn-scope-collaboration-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
Scope of practice & unsafe orders — REx-PN (Canada),bp26-carpn-mo-legal-scope,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Seizure Observation (REx-PN / PN, Canada)",seizure-observation,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Sepsis (REx-PN / PN, Canada)",ca-rpn-sepsis,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Sepsis case study: rapid response (REx-PN, Canada)",clinical-casebook-sepsis-rapid-response-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Sepsis cues & escalation (REx-PN, Canada)",sepsis-early-recognition-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Shock (REx-PN / PN, Canada)",ca-rpn-shock,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Shock cues & perfusion support (REx-PN, Canada)",shock-emergencies-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Sodium imbalance (REx-PN / PN, Canada)",ca-rpn-sodium-imbalance,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
STEMI vs NSTEMI: first nursing moves — REx-PN (Canada),bp26-carpn-x001-stemi-vs-nstemi-first-nursing-moves,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Steroid taper teaching — REx-PN (Canada),bp26-carpn-x014-steroid-taper-teaching,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Stool Assessment & Report (REx-PN / PN, Canada)",stool-assessment-report,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Stroke cues & neuro emergencies (REx-PN, Canada)",stroke-increased-icp-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Stroke Sequela & Mobility Assist (REx-PN / PN, Canada)",stroke-sequela-mobility-assist,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Substance withdrawal monitoring — REx-PN (Canada),bp26-carpn-x016-substance-withdrawal-monitoring,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Suicide Precautions Observation (REx-PN / PN, Canada)",suicide-precautions-observation,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Therapeutic Communication (REx-PN / PN, Canada)",therapeutic-communication,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Thyroid storm: emergency recognition (REx-PN, Canada)",thyroid-storm-emergency-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
Trauma-informed care basics — REx-PN (Canada),bp26-carpn-x017-trauma-informed-care-basics,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Upper GI bleed: priorities (REx-PN, Canada)",upper-gi-bleed-prioritization-gold,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,scoped gold injection → ca-rpn-rex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Vital Signs & Escalation (REx-PN / PN, Canada)",vital-signs-escalation,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"Wound care (REx-PN / PN, Canada)",ca-rpn-wound-care,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
Wrong-patient near-miss reporting — REx-PN (Canada),bp26-carpn-x024-wrong-patient-near-miss-reporting,Canada RPN / REx-PN,,Canada RPN / REx-PN / ca-rpn-rex-pn,src/content/pathway-lessons/catalog.json → ca-rpn-rex-pn,fully present,,keep as-is
"ABG interpretation — PN scope (NCLEX-PN, US)",us-pn-abg-interpretation,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"Acid–base disorders (advanced) — PN scope (NCLEX-PN, US)",us-pn-acid-base-advanced,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"ACS case study: chest pain triage (NCLEX-PN, US)",clinical-casebook-acs-chest-pain-gold,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,scoped gold injection → us-lpn-nclex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Acute kidney injury: nursing surveillance (NCLEX-PN, US)",acute-kidney-injury-nursing-gold,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,scoped gold injection → us-lpn-nclex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
Acute stroke: time-sensitive reporting — NCLEX-PN (United States),bp26-uslpn-pa-stroke-window,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"Adrenal crisis (Addisonian) (NCLEX-PN, US)",adrenal-crisis-addisonian-gold,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,scoped gold injection → us-lpn-nclex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
AKI: urine output & creatinine cues — NCLEX-PN (United States),bp26-uslpn-pa-aki-urine-labs,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"Angina — PN scope (NCLEX-PN, US)",us-pn-angina,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"Antibiotic Side Effect Reporting (NCLEX-PN, US)",antibiotic-side-effect-reporting,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
Antibiotic stewardship for nurses — NCLEX-PN (United States),bp26-uslpn-ph-abx-stewardship,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,src/content/pathway-lessons/catalog.json → us-lpn-nclex-pn,fully present,,keep as-is
"Antibiotics — nursing implications (NCLEX-PN, US)",med-family-antibiotics-gold,US LPN/LVN / NCLEX-PN,,US LPN/LVN / NCLEX-PN / us-lpn-nclex-pn,scoped gold injection → us-lpn-nclex-pn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
